Type,Start,End,Duration,Extra,Extra2,Note
Left breast,18/6/2017 11:41,18/6/2017 11:41,0:00,,,
Right breast,18/6/2017 11:34,18/6/2017 11:40,0:05,,,
Left breast,18/6/2017 11:30,18/6/2017 11:32,0:02,,,
Bottle feeding,18/6/2017 11:07,,0:00,0.8 oz,Mom's milk,
Diaper,18/6/2017 11:05,,0:00,Urine,,
Pumping,18/6/2017 09:50,,0:00,3.18 oz,,94 ml. 49L + 45R
Sleep,18/6/2017 09:45,18/6/2017 11:03,1:18,,,
Sleep,18/6/2017 07:02,18/6/2017 09:30,2:28,,,
Diaper,18/6/2017 06:40,,0:00,Urine,,
Pumping,18/6/2017 06:32,,0:00,4.57 oz,,135 ml. 69L + 66R
Bottle feeding,18/6/2017 06:27,,0:00,3.2 oz,Mom's milk,4
Sleep,18/6/2017 00:00,18/6/2017 06:22,6:22,,,
Diaper,17/6/2017 23:00,,0:00,Urine,,
Bottle feeding,17/6/2017 22:52,,0:00,1.6 oz,Formula milk,
Sleep,17/6/2017 22:40,17/6/2017 22:56,0:15,,,
Pumping,17/6/2017 22:36,,0:00,1.45 oz,,"43 ml.  24L + 19R.  (Let down: min 1 (1), min 4 (<1))"
Bottle feeding,17/6/2017 22:17,,0:00,,Formula milk,3.1
Left breast,17/6/2017 21:55,17/6/2017 22:02,0:03,,,
Right breast,17/6/2017 21:47,17/6/2017 21:52,0:04,,,
Diaper,17/6/2017 21:15,,0:00,Urine,,
Sleep,17/6/2017 20:29,17/6/2017 20:50,0:21,,,
Bottle feeding,17/6/2017 20:24,,0:00,,Formula milk,1
Bottle feeding,17/6/2017 20:17,,0:00,1.0 oz,Formula milk,
Diaper,17/6/2017 19:48,,0:00,"Urine, Feces",,
Pumping,17/6/2017 19:41,,0:00,2.0 oz,,60 ml. 32L + 28R
Bottle feeding,17/6/2017 19:38,,0:00,2.5 oz,Formula milk,
Diaper,17/6/2017 18:41,,0:00,Urine,,
Right breast,17/6/2017 18:28,17/6/2017 18:39,0:11,,,sleepy eating
Left breast,17/6/2017 18:22,17/6/2017 18:27,0:04,,,
Sleep,17/6/2017 15:41,17/6/2017 18:20,2:38,,,
Bottle feeding,17/6/2017 15:39,,0:00,,Formula milk,1.5
Diaper,17/6/2017 15:20,,0:00,"Urine, Feces",,
Pumping,17/6/2017 14:44,,0:00,2.64 oz,,78 ml. 44L + 34R
Bottle feeding,17/6/2017 14:22,,0:00,2.0 oz,Formula milk,2
Left breast,17/6/2017 14:16,17/6/2017 14:16,0:00,,,
Diaper,17/6/2017 14:09,,0:00,Urine,,
Right breast,17/6/2017 14:01,17/6/2017 14:08,0:07,,,
Left breast,17/6/2017 13:47,17/6/2017 13:50,0:03,,,
Sleep,17/6/2017 13:24,17/6/2017 13:35,0:10,,,
Bottle feeding,17/6/2017 12:29,,0:00,0.5 oz,Mom's milk,
Sleep,17/6/2017 10:53,17/6/2017 12:08,1:14,,,
Sleep,17/6/2017 10:04,17/6/2017 10:29,0:24,,,
Diaper,17/6/2017 09:45,,0:00,"Urine, Feces",,
Pumping,17/6/2017 09:07,,0:00,3.31 oz,,98 ml.  50L + 48R
Diaper,17/6/2017 09:04,,0:00,Urine,,
Bottle feeding,17/6/2017 08:55,,0:00,2.0 oz,Mom's milk,2.5. 920 start eating
Bottle feeding,17/6/2017 08:48,,0:00,1.7 oz,Mom's milk,
Sleep,17/6/2017 04:35,17/6/2017 08:45,4:10,,,
Diaper,17/6/2017 04:10,,0:00,Urine,,
Pumping,17/6/2017 04:08,,0:00,3.48 oz,,103 ml.  53L + 50R
Bottle feeding,17/6/2017 04:00,,0:00,1.8 oz,Mom's milk,3.5
Bottle feeding,17/6/2017 03:58,,0:00,0.9 oz,Mom's milk,
Sleep,16/6/2017 23:11,17/6/2017 03:55,4:44,,,
Sleep,16/6/2017 22:25,16/6/2017 23:07,0:42,,,
Pumping,16/6/2017 22:18,,0:00,1.73 oz,,51 ml. 26L + 25R
Bottle feeding,16/6/2017 22:15,,0:00,1.1 oz,Mom's milk,2
Sleep,16/6/2017 22:05,,0:00,,,
Sleep,16/6/2017 21:43,,0:00,,,
Left breast,16/6/2017 21:40,16/6/2017 21:45,0:03,,,
Diaper,16/6/2017 21:25,,0:00,Urine,,
Bottle feeding,16/6/2017 20:58,,0:00,2.5 oz,Mom's milk,2.5
Left breast,16/6/2017 20:48,16/6/2017 20:48,0:00,,,
Right breast,16/6/2017 20:35,16/6/2017 20:41,0:05,,,
Left breast,16/6/2017 20:20,16/6/2017 20:33,0:05,,,
Sleep,16/6/2017 19:32,16/6/2017 20:02,0:29,,,
Diaper,16/6/2017 18:50,,0:00,"Urine, Feces",,
Sleep,16/6/2017 18:28,16/6/2017 18:48,0:20,,,
Pumping,16/6/2017 18:08,,0:00,1.73 oz,,51 ml. 28L + 23R
Right breast,16/6/2017 17:33,16/6/2017 17:40,0:06,,,
Diaper,16/6/2017 17:29,,0:00,"Urine, Feces",,
Left breast,16/6/2017 17:15,16/6/2017 17:23,0:07,,,
Bottle feeding,16/6/2017 17:08,,0:00,1.5 oz,Mom's milk,
Sleep,16/6/2017 15:15,16/6/2017 17:06,1:51,,,
Diaper,16/6/2017 15:00,,0:00,Urine,,
Bottle feeding,16/6/2017 14:56,,0:00,0.3 oz,Mom's milk,
Bottle feeding,16/6/2017 14:23,,0:00,0.6 oz,Mom's milk,
Pumping,16/6/2017 13:55,,0:00,1.76 oz,,"52 ml. 26L + 26R. let down: min 2 (1),. min 10 (<1)"
Bottle feeding,16/6/2017 13:38,,0:00,0.2 oz,Mom's milk,2.6
Pumping,16/6/2017 13:38,,0:00,,,2.6
Left breast,16/6/2017 13:29,16/6/2017 13:32,0:02,,,
Bottle feeding,16/6/2017 13:26,,0:00,0.4 oz,Mom's milk,
Left breast,16/6/2017 13:22,,0:00,,,
Right breast,16/6/2017 13:15,16/6/2017 13:20,0:05,,,
Left breast,16/6/2017 13:11,16/6/2017 13:14,0:03,,,
Diaper,16/6/2017 13:05,,0:00,"Urine, Feces",,
Sleep,16/6/2017 10:25,16/6/2017 12:44,2:19,,,
Diaper,16/6/2017 10:03,,0:00,Urine,,
Bottle feeding,16/6/2017 09:40,,0:00,1.6 oz,Mom's milk,2
Bottle feeding,16/6/2017 09:28,,0:00,1.3 oz,Mom's milk,
Pumping,16/6/2017 08:57,,0:00,2.57 oz,,76 ml. 41L + 35R
Sleep,16/6/2017 06:40,16/6/2017 09:25,2:45,,,
Sleep,16/6/2017 06:34,,0:00,,,
Diaper,16/6/2017 05:50,,0:00,Urine,,
Pumping,16/6/2017 05:48,,0:00,3.92 oz,,116 ml. 58L + 58R
Bottle feeding,16/6/2017 05:43,,0:00,2.7 oz,Mom's milk,
Sleep,15/6/2017 23:30,16/6/2017 05:38,6:08,,,
Diaper,15/6/2017 22:44,,0:00,Urine,,
Bottle feeding,15/6/2017 22:39,,0:00,2.0 oz,Mom's milk,
Pumping,15/6/2017 22:31,,0:00,1.89 oz,,56 ml. 30L + 26R
Sleep,15/6/2017 22:11,15/6/2017 22:37,0:25,,,
Bottle feeding,15/6/2017 21:55,,0:00,0.5 oz,Mom's milk,2.5
Left breast,15/6/2017 21:37,15/6/2017 21:38,0:00,,,
Right breast,15/6/2017 21:32,15/6/2017 21:36,0:03,,,
Left breast,15/6/2017 21:26,15/6/2017 21:30,0:04,,,
Right breast,15/6/2017 21:20,15/6/2017 21:25,0:05,,,
Diaper,15/6/2017 20:37,,0:00,Urine,,
Bottle feeding,15/6/2017 20:24,,0:00,0.3 oz,Mom's milk,
Sleep,15/6/2017 19:50,15/6/2017 20:23,0:33,,,
Bottle feeding,15/6/2017 18:50,,0:00,2.1 oz,Mom's milk,2.4
Pumping,15/6/2017 18:29,,0:00,2.06 oz,,61 ml. 37L + 24R
Left breast,15/6/2017 18:23,15/6/2017 18:24,0:01,,,
Right breast,15/6/2017 18:14,15/6/2017 18:22,0:08,,,
Sleep,15/6/2017 17:26,15/6/2017 18:02,0:35,,,
Diaper,15/6/2017 16:47,,0:00,"Urine, Feces",,
Bottle feeding,15/6/2017 16:09,,0:00,2.5 oz,Mom's milk,2.5
Bottle feeding,15/6/2017 15:58,,0:00,0.6 oz,Mom's milk,
Right breast,15/6/2017 15:52,15/6/2017 15:53,0:00,,,
Left breast,15/6/2017 15:37,15/6/2017 15:52,0:13,,,
Right breast,15/6/2017 15:24,15/6/2017 15:37,0:12,,,
Diaper,15/6/2017 15:20,,0:00,Urine,,
Sleep,15/6/2017 12:29,15/6/2017 15:15,2:45,,,
Diaper,15/6/2017 12:04,,0:00,"Urine, Feces",,
Bottle feeding,15/6/2017 11:57,,0:00,1.9 oz,Mom's milk,2.5
Pumping,15/6/2017 11:25,,0:00,2.13 oz,,63 ml. 32L + 31R
Bottle feeding,15/6/2017 11:12,,0:00,1.5 oz,Mom's milk,1.5
Sleep,15/6/2017 09:14,15/6/2017 11:10,1:55,,,
Left breast,15/6/2017 09:12,15/6/2017 09:15,0:02,,,
Diaper,15/6/2017 08:40,,0:00,"Urine, Feces",,
Bottle feeding,15/6/2017 08:31,,0:00,2.6 oz,Mom's milk,
Pumping,15/6/2017 08:06,,0:00,2.94 oz,,87 ml. 46L + 41R
Sleep,15/6/2017 04:25,15/6/2017 08:20,3:55,,,
Diaper,15/6/2017 04:09,,0:00,Urine,,
Pumping,15/6/2017 04:05,,0:00,3.15 oz,,93 ml. 48L + 45R
Bottle feeding,15/6/2017 04:00,,0:00,1.3 oz,Mom's milk,4
Bottle feeding,15/6/2017 03:55,,0:00,0.8 oz,Mom's milk,
Pumping,14/6/2017 22:35,,0:00,1.83 oz,,54 ml. 27L + 27R
Sleep,14/6/2017 22:32,15/6/2017 03:52,5:20,,,
Bottle feeding,14/6/2017 22:10,,0:00,0.2 oz,Mom's milk,1
Diaper,14/6/2017 22:05,,0:00,Urine,,
Bottle feeding,14/6/2017 21:54,,0:00,2.0 oz,Mom's milk,2
Diaper,14/6/2017 21:10,,0:00,Urine,,
Right breast,14/6/2017 21:02,14/6/2017 21:05,0:02,,,
Left breast,14/6/2017 20:58,14/6/2017 21:01,0:03,,,
Sleep,14/6/2017 20:52,14/6/2017 20:56,0:04,,,
Right breast,14/6/2017 20:47,14/6/2017 20:57,0:10,,,
Sleep,14/6/2017 20:44,,0:00,,,
Left breast,14/6/2017 20:39,14/6/2017 20:46,0:06,,,
Pumping,14/6/2017 18:49,,0:00,1.52 oz,,45 ml. 27L + 18R
Sleep,14/6/2017 18:13,14/6/2017 20:30,2:16,,,
Right breast,14/6/2017 18:08,14/6/2017 18:27,0:18,,,sleep eating after 4 min
Sleep,14/6/2017 17:47,14/6/2017 18:07,0:19,,,
Left breast,14/6/2017 17:36,14/6/2017 17:47,0:11,,,sleep eating near the end
Bottle feeding,14/6/2017 17:30,,0:00,0.9 oz,Mom's milk,
Bottle feeding,14/6/2017 17:27,,0:00,0.4 oz,Mom's milk,
Diaper,14/6/2017 17:25,,0:00,"Urine, Feces",,
Sleep,14/6/2017 16:35,14/6/2017 17:24,0:49,,,
Sleep,14/6/2017 16:00,14/6/2017 16:17,0:17,,,
Measure,14/6/2017 15:14,,0:00,Weight: 8.8125 lb,,Children's
Bottle feeding,14/6/2017 15:10,,0:00,1.6 oz,Mom's milk,2.5
Left breast,14/6/2017 15:06,14/6/2017 15:07,0:00,,,
Right breast,14/6/2017 15:00,14/6/2017 15:06,0:06,,,
Left breast,14/6/2017 14:54,14/6/2017 14:58,0:04,,,
Right breast,14/6/2017 14:45,14/6/2017 14:53,0:07,,,
Diaper,14/6/2017 14:41,,0:00,Urine,,
Sleep,14/6/2017 14:00,14/6/2017 14:12,0:12,,,
Sleep,14/6/2017 12:56,14/6/2017 13:20,0:23,,,
Bottle feeding,14/6/2017 12:51,,0:00,1.1 oz,Mom's milk,1.5
Diaper,14/6/2017 12:16,,0:00,Urine,,
Pumping,14/6/2017 11:58,,0:00,2.81 oz,,83 ml.  45L + 38R
Bottle feeding,14/6/2017 11:28,,0:00,2.4 oz,Mom's milk,
Sleep,14/6/2017 09:29,14/6/2017 11:05,1:36,,,
Diaper,14/6/2017 09:06,,0:00,"Urine, Feces",,
Bottle feeding,14/6/2017 08:49,,0:00,1.2 oz,Mom's milk,3.6
Bottle feeding,14/6/2017 08:38,,0:00,1.0 oz,Mom's milk,
Pumping,14/6/2017 07:58,,0:00,2.87 oz,,85 ml. 47L + 38R
Sleep,14/6/2017 05:14,14/6/2017 08:40,3:25,,,
Diaper,14/6/2017 04:50,,0:00,Urine,,
Pumping,14/6/2017 04:35,,0:00,3.75 oz,,111 ml. 59L + 52R
Bottle feeding,14/6/2017 04:25,,0:00,3.5 oz,Mom's milk,4
Sleep,13/6/2017 22:47,14/6/2017 04:23,5:36,,,
Pumping,13/6/2017 22:30,,0:00,2.6 oz,,77 ml.  41L + 36R
Diaper,13/6/2017 22:28,,0:00,Urine,,
Sleep,13/6/2017 22:09,13/6/2017 22:11,0:02,,,
Bottle feeding,13/6/2017 21:55,,0:00,0.7 oz,Mom's milk,2.5
Left breast,13/6/2017 20:40,13/6/2017 20:56,0:13,,,
Right breast,13/6/2017 20:24,13/6/2017 20:39,0:11,,,
Diaper,13/6/2017 20:22,,0:00,"Urine, Feces",,
Bottle feeding,13/6/2017 20:06,,0:00,1.5 oz,Mom's milk,
Diaper,13/6/2017 20:03,,0:00,Urine,,
Sleep,13/6/2017 17:26,13/6/2017 19:59,2:23,,,
Bottle feeding,13/6/2017 16:35,,0:00,0.5 oz,Mom's milk,2. continued bottle
Bottle feeding,13/6/2017 16:18,,0:00,2.0 oz,Mom's milk,2
Diaper,13/6/2017 16:13,,0:00,"Urine, Feces",,
Right breast,13/6/2017 15:45,13/6/2017 15:51,0:06,,,mostly sleep eating
Sleep,13/6/2017 15:21,13/6/2017 15:56,0:33,,,
Left breast,13/6/2017 15:20,13/6/2017 15:44,0:24,,,mostly sleep eating
Diaper,13/6/2017 15:14,,0:00,Urine,,
Sleep,13/6/2017 15:13,,0:00,,,
Sleep,13/6/2017 15:12,,0:00,,,
Sleep,13/6/2017 15:10,,0:00,,,
Sleep,13/6/2017 15:06,,0:00,,,
Sleep,13/6/2017 15:03,,0:00,,,
Bottle feeding,13/6/2017 14:41,,0:00,1.0 oz,Mom's milk,
Pumping,13/6/2017 14:11,,0:00,1.69 oz,,50 ml. 28L + 22R
Bottle feeding,13/6/2017 13:55,,0:00,0.5 oz,Mom's milk,
Left breast,13/6/2017 13:34,13/6/2017 13:39,0:04,,,
Diaper,13/6/2017 13:22,,0:00,Urine,,
Sleep,13/6/2017 13:08,13/6/2017 13:21,0:11,,,
Right breast,13/6/2017 13:02,13/6/2017 13:21,0:18,,,sleep eating after 6
Sleep,13/6/2017 12:14,13/6/2017 12:56,0:42,,,
Bottle feeding,13/6/2017 12:07,,0:00,0.3 oz,Mom's milk,1.8
Pumping,13/6/2017 11:20,,0:00,2.87 oz,,85 ml. 46L + 39R
Diaper,13/6/2017 10:47,,0:00,Urine,,
Bottle feeding,13/6/2017 10:38,,0:00,3.5 oz,Mom's milk,
Sleep,13/6/2017 07:21,13/6/2017 10:27,3:06,,,
Pumping,13/6/2017 07:19,,0:00,4.9 oz,,145 ml.  73L + 72R
Diaper,13/6/2017 06:47,,0:00,"Urine, Feces",,
Diaper,13/6/2017 06:25,,0:00,"Urine, Feces",,
Bottle feeding,13/6/2017 06:05,,0:00,3.5 oz,Mom's milk,
Sleep,13/6/2017 00:16,13/6/2017 06:00,5:43,,,
Bottle feeding,12/6/2017 23:59,,0:00,0.5 oz,Mom's milk,
Sleep,12/6/2017 23:12,12/6/2017 23:58,0:45,,,
Pumping,12/6/2017 23:10,,0:00,1.62 oz,,48 ml. 22L + 26R
Bottle feeding,12/6/2017 22:54,,0:00,,Mom's milk,1.6
Diaper,12/6/2017 22:51,,0:00,Urine,,
Right breast,12/6/2017 22:38,12/6/2017 22:38,0:00,,,
Left breast,12/6/2017 22:28,12/6/2017 22:37,0:05,,,
Bottle feeding,12/6/2017 21:52,,0:00,1.9 oz,Mom's milk,
Sleep,12/6/2017 21:17,12/6/2017 21:40,0:22,,,
Diaper,12/6/2017 21:09,,0:00,"Urine, Feces",,
Pumping,12/6/2017 20:43,,0:00,1.45 oz,,43 ml. 23L + 20R
Bottle feeding,12/6/2017 20:41,,0:00,0.1 oz,Mom's milk,2
Bottle feeding,12/6/2017 20:41,,0:00,,Mom's milk,
Diaper,12/6/2017 20:36,,0:00,Urine,,
Sleep,12/6/2017 20:26,12/6/2017 20:29,0:03,,,
Left breast,12/6/2017 20:23,12/6/2017 20:32,0:08,,,
Sleep,12/6/2017 20:18,,0:00,,,
Right breast,12/6/2017 20:14,12/6/2017 20:23,0:08,,,
Sleep,12/6/2017 20:12,,0:00,,,
Sleep,12/6/2017 19:48,12/6/2017 20:01,0:13,,,
Bottle feeding,12/6/2017 19:36,,0:00,1.6 oz,Mom's milk,
Diaper,12/6/2017 19:01,,0:00,Urine,,
Sleep,12/6/2017 18:09,12/6/2017 19:31,1:17,,,
Bottle feeding,12/6/2017 18:03,,0:00,0.7 oz,Mom's milk,
Sleep,12/6/2017 17:49,12/6/2017 17:53,0:04,,,
Diaper,12/6/2017 17:36,,0:00,"Urine, Feces",,
Pumping,12/6/2017 17:09,,0:00,2.2 oz,,65 ml. 37L + 28R
Bottle feeding,12/6/2017 17:00,,0:00,0.2 oz,Mom's milk,2.5
Left breast,12/6/2017 16:49,12/6/2017 16:54,0:04,,,
Right breast,12/6/2017 16:37,12/6/2017 16:49,0:12,,,
Diaper,12/6/2017 16:32,,0:00,Urine,,
Bottle feeding,12/6/2017 16:25,,0:00,2.1 oz,Mom's milk,
Sleep,12/6/2017 13:16,12/6/2017 16:20,3:04,,,
Diaper,12/6/2017 12:32,,0:00,"Urine, Feces",,
Bottle feeding,12/6/2017 12:10,,0:00,1.4 oz,Mom's milk,3.5
Sleep,12/6/2017 11:53,12/6/2017 12:01,0:06,,,
Left breast,12/6/2017 11:45,12/6/2017 12:04,0:19,,,
Sleep,12/6/2017 11:37,12/6/2017 11:39,0:01,,,
Right breast,12/6/2017 11:26,12/6/2017 11:45,0:18,,,
Diaper,12/6/2017 11:19,,0:00,Urine,,
Bottle feeding,12/6/2017 11:16,,0:00,0.4 oz,Mom's milk,
Sleep,12/6/2017 08:27,12/6/2017 11:11,2:44,,,
Pumping,12/6/2017 08:27,,0:00,5.48 oz,,162 ml. 83L + 79R
Sleep,12/6/2017 08:24,,0:00,,,
Diaper,12/6/2017 07:38,,0:00,Urine,,
Bottle feeding,12/6/2017 07:25,,0:00,3.1 oz,Mom's milk,
Pumping,11/6/2017 23:20,,0:00,1.39 oz,,41 ml. 16L + 25R
Sleep,11/6/2017 22:50,12/6/2017 07:17,8:17,,,
Left breast,11/6/2017 22:46,11/6/2017 23:05,0:09,,,
Right breast,11/6/2017 22:32,11/6/2017 22:42,0:06,,,
Bottle feeding,11/6/2017 22:00,,0:00,1.5 oz,Mom's milk,1.5
Bottle feeding,11/6/2017 21:40,,0:00,2.0 oz,Mom's milk,2
Diaper,11/6/2017 21:20,,0:00,Urine,,
Right breast,11/6/2017 20:28,11/6/2017 20:59,0:30,,,sleep eating
Sleep,11/6/2017 20:13,11/6/2017 21:01,0:45,,,
Left breast,11/6/2017 19:52,11/6/2017 20:25,0:30,,,sleepy eating after 16 min
Bottle feeding,11/6/2017 19:41,,0:00,1.5 oz,Mom's milk,
Sleep,11/6/2017 18:40,11/6/2017 19:24,0:44,,,
Bottle feeding,11/6/2017 18:27,,0:00,0.5 oz,Mom's milk,2
Diaper,11/6/2017 18:12,,0:00,"Urine, Feces",,
Pumping,11/6/2017 17:52,,0:00,2.27 oz,,67 ml. 39L + 28R
Diaper,11/6/2017 17:12,,0:00,"Urine, Feces",,
Bottle feeding,11/6/2017 16:53,,0:00,2.5 oz,Mom's milk,
Sleep,11/6/2017 16:20,11/6/2017 16:45,0:25,,,
Left breast,11/6/2017 15:43,11/6/2017 15:54,0:08,,,
Diaper,11/6/2017 15:30,,0:00,"Urine, Feces",,
Sleep,11/6/2017 15:10,11/6/2017 15:25,0:15,,,
Right breast,11/6/2017 15:03,11/6/2017 15:25,0:21,,,sleep eating after 7
Sleep,11/6/2017 12:40,11/6/2017 14:40,1:57,,,
Sleep,11/6/2017 11:20,11/6/2017 11:43,0:23,,,
Diaper,11/6/2017 11:07,,0:00,Urine,,
Bottle feeding,11/6/2017 10:58,,0:00,1.0 oz,Mom's milk,
Pumping,11/6/2017 10:43,,0:00,3.18 oz,,94 ml. 52L + 42R
Bottle feeding,11/6/2017 10:35,,0:00,1.5 oz,Mom's milk,
Bottle feeding,11/6/2017 10:20,,0:00,1.4 oz,Mom's milk,
Sleep,11/6/2017 06:58,11/6/2017 09:52,2:53,,,
Diaper,11/6/2017 06:40,,0:00,Urine,,
Pumping,11/6/2017 06:33,,0:00,4.26 oz,,126 ml. 63L + 63R
Bottle feeding,11/6/2017 06:27,,0:00,2.1 oz,Mom's milk,
Sleep,11/6/2017 00:20,11/6/2017 06:22,6:02,,,
Bottle feeding,10/6/2017 23:59,,0:00,1.0 oz,Mom's milk,
Pumping,10/6/2017 23:21,,0:00,1.83 oz,,54 ml.  26L + 28R
Sleep,10/6/2017 23:08,10/6/2017 23:54,0:45,,,
Diaper,10/6/2017 23:00,,0:00,Urine,,
Bottle feeding,10/6/2017 22:43,,0:00,0.5 oz,Mom's milk,1.5
Bottle feeding,10/6/2017 22:00,,0:00,1.9 oz,Mom's milk,
Sleep,10/6/2017 21:31,10/6/2017 21:39,0:07,,,
Left breast,10/6/2017 21:17,10/6/2017 21:40,0:21,,,
Right breast,10/6/2017 21:04,10/6/2017 21:16,0:10,,,
Diaper,10/6/2017 20:50,,0:00,"Urine, Feces",,
Sleep,10/6/2017 19:25,10/6/2017 20:23,0:58,,,
Diaper,10/6/2017 19:02,,0:00,"Urine, Feces",,
Diaper,10/6/2017 18:43,,0:00,Urine,,
Pumping,10/6/2017 18:36,,0:00,1.15 oz,,34 ml. 14L + 20R
Bottle feeding,10/6/2017 18:33,,0:00,1.1 oz,Mom's milk,3
Left breast,10/6/2017 18:20,10/6/2017 18:28,0:06,,,
Right breast,10/6/2017 18:07,10/6/2017 18:19,0:10,,,
Sleep,10/6/2017 17:34,10/6/2017 17:46,0:12,,,
Sleep,10/6/2017 17:07,10/6/2017 17:16,0:08,,,
Sleep,10/6/2017 15:40,10/6/2017 16:00,0:20,,,
Diaper,10/6/2017 15:20,,0:00,Urine,,
Bottle feeding,10/6/2017 15:14,,0:00,0.4 oz,Mom's milk,
Left breast,10/6/2017 14:30,10/6/2017 14:45,0:14,,,
Sleep,10/6/2017 13:56,10/6/2017 15:14,1:17,,,
Left breast,10/6/2017 13:36,10/6/2017 14:09,0:28,,,sleep eating after 14
Right breast,10/6/2017 13:01,10/6/2017 13:22,0:20,,,sleep eating
Sleep,10/6/2017 12:52,10/6/2017 13:24,0:31,,,
Right breast,10/6/2017 12:42,10/6/2017 12:55,0:10,,,on/off.  sleep after 6
Diaper,10/6/2017 12:40,,0:00,"Urine, Feces",,
Diaper,10/6/2017 11:24,,0:00,Urine,,
Bottle feeding,10/6/2017 11:05,,0:00,3.1 oz,Mom's milk,3.5
Bottle feeding,10/6/2017 10:20,,0:00,0.4 oz,Mom's milk,
Pumping,10/6/2017 09:14,,0:00,2.5 oz,,74 ml. 40 L + 34R
Sleep,10/6/2017 06:45,10/6/2017 11:00,4:14,,,
Diaper,10/6/2017 06:15,,0:00,Urine,,
Pumping,10/6/2017 06:06,,0:00,3.75 oz,,111 ml. 55L + 56R
Bottle feeding,10/6/2017 06:01,,0:00,3.1 oz,Mom's milk,3.5
Sleep,09/6/2017 23:28,10/6/2017 05:56,6:28,,,
Pumping,09/6/2017 23:18,,0:00,1.22 oz,,36 ml. 13L + 23R
Diaper,09/6/2017 23:10,,0:00,Urine,,
Sleep,09/6/2017 23:08,,0:00,,,
Bottle feeding,09/6/2017 22:45,,0:00,0.7 oz,Mom's milk,2.5
Right breast,09/6/2017 22:30,09/6/2017 22:39,0:07,,,
Sleep,09/6/2017 22:08,09/6/2017 22:27,0:18,,,
Left breast,09/6/2017 21:57,09/6/2017 22:27,0:26,,,"very fussy, on/off. sleep eating at 8 min"
Bottle feeding,09/6/2017 21:27,,0:00,0.9 oz,Mom's milk,
Diaper,09/6/2017 21:17,,0:00,"Urine, Feces",,
Vaccination,09/6/2017 20:43,09/6/2017 20:45,0:02,,,
Sleep,09/6/2017 20:18,09/6/2017 20:38,0:20,,,
Bottle feeding,09/6/2017 19:31,,0:00,0.3 oz,Mom's milk,1.2
Bottle feeding,09/6/2017 19:24,,0:00,1.0 oz,Mom's milk,1
Bottle feeding,09/6/2017 19:10,,0:00,0.5 oz,Mom's milk,
Pumping,09/6/2017 18:44,,0:00,2.0 oz,,59 ml. 23L + 36R
Diaper,09/6/2017 18:30,,0:00,"Urine, Feces",,
Bottle feeding,09/6/2017 17:58,,0:00,2.0 oz,Mom's milk,
Left breast,09/6/2017 17:50,09/6/2017 17:57,0:06,,,
Diaper,09/6/2017 17:46,,0:00,Urine,,
Sleep,09/6/2017 16:34,09/6/2017 17:45,1:10,,,
Right breast,09/6/2017 16:31,09/6/2017 16:42,0:10,,,sleep eating after 3 min
Sleep,09/6/2017 14:56,09/6/2017 16:30,1:31,,,
Bottle feeding,09/6/2017 14:49,,0:00,,Mom's milk,2.5
Sleep,09/6/2017 14:20,09/6/2017 14:40,0:19,,,
Bottle feeding,09/6/2017 14:12,,0:00,1.2 oz,Mom's milk,1.2
Pumping,09/6/2017 14:03,,0:00,2.94 oz,,87 ml. 35L + 52R
Diaper,09/6/2017 13:56,,0:00,"Urine, Feces",,
Bottle feeding,09/6/2017 13:26,,0:00,2.0 oz,Mom's milk,2
Right breast,09/6/2017 13:16,09/6/2017 13:16,0:00,,,
Left breast,09/6/2017 13:08,09/6/2017 13:15,0:04,,,
Diaper,09/6/2017 12:59,,0:00,"Urine, Feces",,
Bottle feeding,09/6/2017 12:39,,0:00,1.3 oz,Mom's milk,
Sleep,09/6/2017 12:19,09/6/2017 12:33,0:14,,,
Diaper,09/6/2017 10:50,,0:00,Urine,,
Sleep,09/6/2017 10:10,09/6/2017 10:47,0:37,,,
Sleep,09/6/2017 09:54,,0:00,,,
Pumping,09/6/2017 09:53,,0:00,3.89 oz,,115 ml. 60L + 55R
Diaper,09/6/2017 09:15,,0:00,"Urine, Feces",,
Bottle feeding,09/6/2017 09:10,,0:00,1.7 oz,Mom's milk,3
Bottle feeding,09/6/2017 09:02,,0:00,1.1 oz,Mom's milk,
Diaper,09/6/2017 04:40,,0:00,Urine,,
Sleep,09/6/2017 04:40,09/6/2017 09:00,4:20,,,
Pumping,09/6/2017 04:29,,0:00,3.58 oz,,106 ml. 51L + 55R
Bottle feeding,09/6/2017 04:27,,0:00,1.4 oz,Mom's milk,2.5
Bottle feeding,09/6/2017 04:15,,0:00,2.4 oz,Mom's milk,3.5
Bottle feeding,09/6/2017 04:15,,0:00,1.0 oz,Mom's milk,
Sleep,08/6/2017 23:48,09/6/2017 04:12,4:23,,,
Bottle feeding,08/6/2017 23:41,,0:00,,Mom's milk,1
Right breast,08/6/2017 23:29,08/6/2017 23:31,0:01,,,
Left breast,08/6/2017 23:20,08/6/2017 23:27,0:06,,,
Diaper,08/6/2017 23:04,,0:00,Urine,,
Bottle feeding,08/6/2017 22:34,,0:00,2.0 oz,Mom's milk,
Pumping,08/6/2017 22:14,,0:00,1.73 oz,,51 ml. 26L + 25R
Sleep,08/6/2017 21:50,08/6/2017 22:30,0:37,,,
Bottle feeding,08/6/2017 21:18,,0:00,1.0 oz,Mom's milk,3
Right breast,08/6/2017 21:08,08/6/2017 21:08,0:00,,,
